1	N	48
1	J	48
0	J	49
1	R	49
2	N	49
2	J	49
1	W	49
2	R	49
3	N	64
3	J	64
2	E	68
1	J	68
1	R	68
4	N	69
4	J	69
1	W	69
3	R	69
3	W	75
4	R	75
5	N	107
5	J	107
4	W	108
5	R	108
4	J	110
5	E	110
4	R	110
4	W	116
0	R	116
4	J	652
4	R	652
4	W	653
0	R	653
4	J	669
4	R	669
4	W	669
0	R	669
4	J	673
4	R	673
4	W	673
0	R	673
4	J	679
4	R	679
4	W	679
0	R	679
4	J	801
4	R	801
4	W	801
0	R	801
4	J	829
4	R	829
4	W	829
0	R	829
4	J	863
4	R	863
4	W	863
0	R	863
4	J	951
4	R	951
6	N	953
6	J	953
4	W	954
6	R	954
